Type,SKU,Name,Published,Regular price,Sale price,Categories,Images,Short description,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Manage stock?,Stock
variation,TS-187-1,Bó Hoa Corgi Ngộ Nghĩnh - Tiêu chuẩn,1,400000.0,352000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-corgi.jpg,,TS-187,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-187-2,Bó Hoa Corgi Ngộ Nghĩnh - Cao cấp,1,470000.0,413000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-corgi.jpg,,TS-187,Phiên bản,Cao cấp,,1,1,50
variable,TS-188,Bó Hoa Hello Kitty Kèm Hoa Sáp,1,,,Bộ quà tặng > Bó hoa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-kitty.jpg,"Bó Hoa Hello Kitty Kèm Hoa Sáp được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-188-1,Bó Hoa Hello Kitty Kèm Hoa Sáp - Tiêu chuẩn,1,400000.0,352000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-kitty.jpg,,TS-188,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-188-2,Bó Hoa Hello Kitty Kèm Hoa Sáp - Cao cấp,1,470000.0,413000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-kitty.jpg,,TS-188,Phiên bản,Cao cấp,,1,1,50
variable,TS-189,Bó Hoa Loopy Dễ Thương,1,,,Bộ quà tặng > Bó hoa gấu bông,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-loopy.jpg,"Bó Hoa Loopy Dễ Thương được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-189-1,Bó Hoa Loopy Dễ Thương - Tiêu chuẩn,1,250000.0,220000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-loopy.jpg,,TS-189,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-189-2,Bó Hoa Loopy Dễ Thương - Cao cấp,1,320000.0,281000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/bohoa-loopy.jpg,,TS-189,Phiên bản,Cao cấp,,1,1,50
variable,TS-190,Hộp Quà Gấu Loopy Kèm Đèn Led,1,,,Bộ quà tặng > Hộp quà sinh nhật,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-loopy.jpg,"Hộp Quà Gấu Loopy Kèm Đèn Led được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-190-1,Hộp Quà Gấu Loopy Kèm Đèn Led - Tiêu chuẩn,1,440000.0,387000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-loopy.jpg,,TS-190,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-190-2,Hộp Quà Gấu Loopy Kèm Đèn Led - Cao cấp,1,510000.0,448000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-loopy.jpg,,TS-190,Phiên bản,Cao cấp,,1,1,50
variable,TS-191,Hộp Quà Kuromi Sang Trọng,1,,,Bộ quà tặng > Hộp quà sinh nhật,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-kuromi.webp,"Hộp Quà Kuromi Sang Trọng được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-191-1,Hộp Quà Kuromi Sang Trọng - Tiêu chuẩn,1,420000.0,369000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-kuromi.webp,,TS-191,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-191-2,Hộp Quà Kuromi Sang Trọng - Cao cấp,1,490000.0,431000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-kuromi.webp,,TS-191,Phiên bản,Cao cấp,,1,1,50
variable,TS-192,Hộp Quà Gấu Bông & Socola,1,,,Bộ quà tặng > Hộp quà sinh nhật,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-gausocola.jpg,"Hộp Quà Gấu Bông & Socola được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-192-1,Hộp Quà Gấu Bông & Socola - Tiêu chuẩn,1,220000.0,193000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-gausocola.jpg,,TS-192,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-192-2,Hộp Quà Gấu Bông & Socola - Cao cấp,1,290000.0,255000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-gausocola.jpg,,TS-192,Phiên bản,Cao cấp,,1,1,50
variable,TS-193,Hộp Quà Doraemon Bất Ngờ,1,,,Bộ quà tặng > Hộp quà sinh nhật,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-doraemon.jpg,"Hộp Quà Doraemon Bất Ngờ được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-193-1,Hộp Quà Doraemon Bất Ngờ - Tiêu chuẩn,1,170000.0,149000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-doraemon.jpg,,TS-193,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-193-2,Hộp Quà Doraemon Bất Ngờ - Cao cấp,1,240000.0,211000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-doraemon.jpg,,TS-193,Phiên bản,Cao cấp,,1,1,50
variable,TS-194,Hộp Quà Gấu Dâu Kèm Son Môi,1,,,Bộ quà tặng > Hộp quà sinh nhật,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-gaukemson.jpg,"Hộp Quà Gấu Dâu Kèm Son Môi được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-194-1,Hộp Quà Gấu Dâu Kèm Son Môi - Tiêu chuẩn,1,300000.0,264000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-gaukemson.jpg,,TS-194,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-194-2,Hộp Quà Gấu Dâu Kèm Son Môi - Cao cấp,1,370000.0,325000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-gaukemson.jpg,,TS-194,Phiên bản,Cao cấp,,1,1,50
variable,TS-195,Hộp Quà Thỏ Bông Lời Chúc Ngọt Ngào,1,,,Bộ quà tặng > Hộp quà sinh nhật,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-thobong.jpg,"Hộp Quà Thỏ Bông Lời Chúc Ngọt Ngào được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-195-1,Hộp Quà Thỏ Bông Lời Chúc Ngọt Ngào - Tiêu chuẩn,1,440000.0,387000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-thobong.jpg,,TS-195,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-195-2,Hộp Quà Thỏ Bông Lời Chúc Ngọt Ngào - Cao cấp,1,510000.0,448000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-thobong.jpg,,TS-195,Phiên bản,Cao cấp,,1,1,50
variable,TS-196,Hộp Quà Dâu Gấu Loopy,1,,,Bộ quà tặng > Hộp quà sinh nhật,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-dauloopy.jpeg,"Hộp Quà Dâu Gấu Loopy được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-196-1,Hộp Quà Dâu Gấu Loopy - Tiêu chuẩn,1,330000.0,290000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-dauloopy.jpeg,,TS-196,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-196-2,Hộp Quà Dâu Gấu Loopy - Cao cấp,1,400000.0,352000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-dauloopy.jpeg,,TS-196,Phiên bản,Cao cấp,,1,1,50
variable,TS-197,Hộp hoa sáp kèm bé Babythree Màu Hồng,1,,,Bộ quà tặng > Hộp quà sinh nhật,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-baby3hong.webp,"Hộp hoa sáp kèm bé Babythree Màu Hồng được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-197-1,Hộp hoa sáp kèm bé Babythree Màu Hồng - Tiêu chuẩn,1,170000.0,149000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-baby3hong.webp,,TS-197,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-197-2,Hộp hoa sáp kèm bé Babythree Màu Hồng - Cao cấp,1,240000.0,211000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-baby3hong.webp,,TS-197,Phiên bản,Cao cấp,,1,1,50
variable,TS-198,Hộp hoa sáp kèm bé Babythree Màu Xanh ,1,,,Bộ quà tặng > Hộp quà sinh nhật,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-baby3xanh.webp,"Hộp hoa sáp kèm bé Babythree Màu Xanh  được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-198-1,Hộp hoa sáp kèm bé Babythree Màu Xanh  - Tiêu chuẩn,1,270000.0,237000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-baby3xanh.webp,,TS-198,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-198-2,Hộp hoa sáp kèm bé Babythree Màu Xanh  - Cao cấp,1,340000.0,299000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-baby3xanh.webp,,TS-198,Phiên bản,Cao cấp,,1,1,50
variable,TS-199,Hộp Quà Baby Three Hải Sản,1,,,Bộ quà tặng > Hộp quà sinh nhật,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-baby3haisan.webp,"Hộp Quà Baby Three Hải Sản được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-199-1,Hộp Quà Baby Three Hải Sản - Tiêu chuẩn,1,310000.0,272000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-baby3haisan.webp,,TS-199,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-199-2,Hộp Quà Baby Three Hải Sản - Cao cấp,1,380000.0,334000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-baby3haisan.webp,,TS-199,Phiên bản,Cao cấp,,1,1,50
variable,TS-200,Set Quà Giáng Sinh,1,,,Bộ quà tặng > Set quà tặng kỷ niệm,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-giangsinh.jpg,"Set Quà Giáng Sinh được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-200-1,Set Quà Giáng Sinh - Tiêu chuẩn,1,260000.0,228000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-giangsinh.jpg,,TS-200,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-200-2,Set Quà Giáng Sinh - Cao cấp,1,330000.0,290000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-giangsinh.jpg,,TS-200,Phiên bản,Cao cấp,,1,1,50
variable,TS-201,Hộp Quà Kỷ Niệm Gấu Bông & Đèn,1,,,Bộ quà tặng > Set quà tặng kỷ niệm,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-gaubongvaden.webp,"Hộp Quà Kỷ Niệm Gấu Bông & Đèn được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-201-1,Hộp Quà Kỷ Niệm Gấu Bông & Đèn - Tiêu chuẩn,1,240000.0,211000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-gaubongvaden.webp,,TS-201,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-201-2,Hộp Quà Kỷ Niệm Gấu Bông & Đèn - Cao cấp,1,310000.0,272000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-gaubongvaden.webp,,TS-201,Phiên bản,Cao cấp,,1,1,50
variable,TS-202,Set Quà 1 Năm Yêu Nhau,1,,,Bộ quà tặng > Set quà tặng kỷ niệm,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-1namyeunhau.webp,"Set Quà 1 Năm Yêu Nhau được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-202-1,Set Quà 1 Năm Yêu Nhau - Tiêu chuẩn,1,210000.0,184000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-1namyeunhau.webp,,TS-202,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-202-2,Set Quà 1 Năm Yêu Nhau - Cao cấp,1,280000.0,246000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-1namyeunhau.webp,,TS-202,Phiên bản,Cao cấp,,1,1,50
variable,TS-203,Set Khinh Khí Cầu Gấu Bông,1,,,Bộ quà tặng > Set quà tặng kỷ niệm,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-khinhkhicau.jpg,"Set Khinh Khí Cầu Gấu Bông được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-203-1,Set Khinh Khí Cầu Gấu Bông - Tiêu chuẩn,1,130000.0,114000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-khinhkhicau.jpg,,TS-203,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-203-2,Set Khinh Khí Cầu Gấu Bông - Cao cấp,1,200000.0,176000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-khinhkhicau.jpg,,TS-203,Phiên bản,Cao cấp,,1,1,50
variable,TS-204,Hộp Quà Mica Teddy,1,,,Bộ quà tặng > Set quà tặng kỷ niệm,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-micateddy.jpeg,"Hộp Quà Mica Teddy được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-204-1,Hộp Quà Mica Teddy - Tiêu chuẩn,1,140000.0,123000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-micateddy.jpeg,,TS-204,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-204-2,Hộp Quà Mica Teddy - Cao cấp,1,210000.0,184000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-micateddy.jpeg,,TS-204,Phiên bản,Cao cấp,,1,1,50
variable,TS-205,Set Quà Cặp Đôi Gấu Ôm Hoa,1,,,Bộ quà tặng > Set quà tặng kỷ niệm,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-gauomhoa.webp,"Set Quà Cặp Đôi Gấu Ôm Hoa được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-205-1,Set Quà Cặp Đôi Gấu Ôm Hoa - Tiêu chuẩn,1,270000.0,237000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-gauomhoa.webp,,TS-205,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-205-2,Set Quà Cặp Đôi Gấu Ôm Hoa - Cao cấp,1,340000.0,299000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-gauomhoa.webp,,TS-205,Phiên bản,Cao cấp,,1,1,50
variable,TS-206,Hộp Quà Kỷ Niệm Baby Three,1,,,Bộ quà tặng > Set quà tặng kỷ niệm,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-kiniembaby3.jpg,"Hộp Quà Kỷ Niệm Baby Three được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-206-1,Hộp Quà Kỷ Niệm Baby Three - Tiêu chuẩn,1,420000.0,369000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-kiniembaby3.jpg,,TS-206,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-206-2,Hộp Quà Kỷ Niệm Baby Three - Cao cấp,1,490000.0,431000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-kiniembaby3.jpg,,TS-206,Phiên bản,Cao cấp,,1,1,50
variable,TS-207,Set Quà Gấu Brown,1,,,Bộ quà tặng > Set quà tặng kỷ niệm,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-gaubrown.jpg,"Set Quà Gấu Brown được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-207-1,Set Quà Gấu Brown - Tiêu chuẩn,1,160000.0,140000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-gaubrown.jpg,,TS-207,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-207-2,Set Quà Gấu Brown - Cao cấp,1,230000.0,202000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-gaubrown.jpg,,TS-207,Phiên bản,Cao cấp,,1,1,50
variable,TS-208,Set Quà Lãng Mạn Gấu Trắng,1,,,Bộ quà tặng > Set quà tặng kỷ niệm,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-gautrang.webp,"Set Quà Lãng Mạn Gấu Trắng được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-208-1,Set Quà Lãng Mạn Gấu Trắng - Tiêu chuẩn,1,410000.0,360000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-gautrang.webp,,TS-208,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-208-2,Set Quà Lãng Mạn Gấu Trắng - Cao cấp,1,480000.0,422000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/set-gautrang.webp,,TS-208,Phiên bản,Cao cấp,,1,1,50
variable,TS-209,Hộp Quà Kỷ Niệm Thiên Thần,1,,,Bộ quà tặng > Set quà tặng kỷ niệm,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-thien-than.jpg,"Hộp Quà Kỷ Niệm Thiên Thần được làm từ chất liệu cao cấp, bông PP 3D tinh khiết siêu mềm mịn. Thiết kế tinh xảo, đường may chắc chắn, phù hợp làm quà tặng hoặc trang trí.",,Phiên bản,"Tiêu chuẩn, Cao cấp",1.0,1,1,
variation,TS-209-1,Hộp Quà Kỷ Niệm Thiên Thần - Tiêu chuẩn,1,380000.0,334000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-thien-than.jpg,,TS-209,Phiên bản,Tiêu chuẩn,,1,1,50
variation,TS-209-2,Hộp Quà Kỷ Niệm Thiên Thần - Cao cấp,1,450000.0,396000.0,,http://localhost/teddy-shop/wp-content/uploads/2026/05/hopqua-thien-than.jpg,,TS-209,Phiên bản,Cao cấp,,1,1,50
